name,genre,year,gross,released2
Fifty Shades Freed,Drama,2018,371987838.0,2018-02-09
The 15:17 to Paris,Biography,2018,57076286.0,2018-02-09
Peter Rabbit,Animation,2018,351496066.0,2018-02-09
Winchester,Biography,2018,44019588.0,2018-02-02
Journey's End,Drama,2017,970809.0,2018-02-02
Maze Runner: The Death Cure,Action,2018,288175335.0,2018-01-26
Hostiles,Drama,2017,35669017.0,2018-01-26
Padmaavat,Drama,2018,60508780.0,2018-01-25
Phantom Thread,Drama,2017,47756590.0,2018-01-19
"I, Tonya",Biography,2017,53939297.0,2018-01-19
Call Me by Your Name,Drama,2017,41888660.0,2018-01-19
12 Strong,Action,2018,67450815.0,2018-01-19
Den of Thieves,Action,2018,80509622.0,2018-01-19
Gook,Drama,2017,251541.0,2018-01-19
Forever My Girl,Comedy,2018,16376066.0,2018-01-19
Paddington 2,Animation,2017,227978645.0,2018-01-12
The Post,Drama,2017,180419231.0,2018-01-12
The Commuter,Action,2018,119942387.0,2018-01-12
Insidious: The Last Key,Horror,2018,167885588.0,2018-01-05
Molly's Game,Biography,2017,59284015.0,2018-01-05
The Leisure Seeker,Adventure,2017,10472180.0,2018-01-03
In the Fade,Crime,2017,5104991.0,2017-12-27
All the Money in the World,Biography,2017,56996304.0,2017-12-25
Pitch Perfect 3,Comedy,2017,185400345.0,2017-12-22
Darkest Hour,Biography,2017,150847274.0,2017-12-22
Father Figures,Comedy,2017,25601244.0,2017-12-22
Downsizing,Drama,2017,55003890.0,2017-12-22
The Shape of Water,Adventure,2017,195333312.0,2017-12-22
The Greatest Showman,Biography,2017,438006904.0,2017-12-20
Jumanji: Welcome to the Jungle,Action,2017,962542945.0,2017-12-20
Along With the Gods: The Two Worlds,Action,2017,109383972.0,2017-12-20
Ferdinand,Animation,2017,296069199.0,2017-12-15
Wonder Wheel,Drama,2017,15889124.0,2017-12-15
Star Wars: Episode VIII - The Last Jedi,Action,2017,1332698830.0,2017-12-15
The Disaster Artist,Biography,2017,29820616.0,2017-12-08
"Three Billboards Outside Ebbing, Missouri",Comedy,2017,160192267.0,2017-12-01
Lady Bird,Comedy,2017,78966486.0,2017-12-01
Sweet Virginia,Action,2017,14725.0,2017-11-30
Beach Rats,Drama,2017,486623.0,2017-11-22
Coco,Animation,2017,807817888.0,2017-11-22
"Roman J. Israel, Esq.",Crime,2017,13025860.0,2017-11-22
Wonder,Drama,2017,306209289.0,2017-11-17
Justice League,Action,2017,657926987.0,2017-11-17
Daddy's Home 2,Comedy,2017,180613824.0,2017-11-10
The Florida Project,Drama,2017,10971298.0,2017-11-10
Murder on the Orient Express,Crime,2017,352794081.0,2017-11-10
Better Watch Out,Comedy,2016,176288.0,2017-11-09
The Killing of a Sacred Deer,Drama,2017,7027336.0,2017-11-03
Blade of the Immortal,Action,2017,7162617.0,2017-11-03
Last Flag Flying,Comedy,2017,1872950.0,2017-11-03
Thor: Ragnarok,Action,2017,853983911.0,2017-11-03
Jeepers Creepers III,Horror,2017,4017852.0,2017-11-02
A Bad Moms Christmas,Comedy,2017,130560428.0,2017-11-01
All I See Is You,Drama,2016,678150.0,2017-10-27
Breathe,Biography,2017,5026154.0,2017-10-27
Jigsaw,Crime,2017,102952888.0,2017-10-27
Suburbicon,Comedy,2017,12751667.0,2017-10-27
The Snowman,Crime,2017,43155261.0,2017-10-20
Same Kind of Different as Me,Biography,2017,6423605.0,2017-10-20
BPM (Beats Per Minute),Drama,2017,7704369.0,2017-10-20
Wonderstruck,Adventure,2017,3285916.0,2017-10-20
Geostorm,Action,2017,221600160.0,2017-10-20
Only the Brave,Action,2017,26351322.0,2017-10-20
Professor Marston & the Wonder Women,Biography,2017,1899615.0,2017-10-13
Marshall,Biography,2017,10116816.0,2017-10-13
American Satan,Drama,2017,237708.0,2017-10-13
The Foreigner,Action,2017,145418070.0,2017-10-13
Happy Death Day,Comedy,2017,125479266.0,2017-10-13
Amityville: The Awakening,Horror,2017,8481997.0,2017-10-12
Blade Runner 2049,Action,2017,259334548.0,2017-10-06
The Mountain Between Us,Action,2017,62832209.0,2017-10-06
My Little Pony: The Movie,Animation,2017,60330833.0,2017-10-06
Victoria & Abdul,Biography,2017,66558465.0,2017-10-06
American Made,Action,2017,134866593.0,2017-09-29
Flatliners,Drama,2017,45158254.0,2017-09-29
Stronger,Biography,2017,8503658.0,2017-09-29
Battle of the Sexes,Biography,2017,18598607.0,2017-09-29
Super Dark Times,Crime,2017,33109.0,2017-09-29
Goodbye Christopher Robin,Biography,2017,7401949.0,2017-09-29
Lucky,Comedy,2017,2728446.0,2017-09-29
Mark Felt: The Man Who Brought Down the White House,Biography,2017,4372130.0,2017-09-29
The Lego Ninjago Movie,Animation,2017,123081555.0,2017-09-22
Kingsman: The Golden Circle,Action,2017,410902662.0,2017-09-22
Loving Vincent,Animation,2017,42187665.0,2017-09-22
Brad's Status,Comedy,2017,3816527.0,2017-09-15
Thelma,Drama,2017,1463727.0,2017-09-15
American Assassin,Action,2017,67234188.0,2017-09-15
Mother!,Drama,2017,44516999.0,2017-09-15
Godard Mon Amour,Biography,2017,1332204.0,2017-09-13
Home Again,Comedy,2017,37270721.0,2017-09-08
It,Horror,2017,701796444.0,2017-09-08
Memoir of a Murderer,Action,2017,19015346.0,2017-09-08
I Do... Until I Don't,Comedy,2017,280668.0,2017-09-01
Tulip Fever,Drama,2017,9204549.0,2017-09-01
The Square,Comedy,2017,9493791.0,2017-08-25
Leap!,Animation,2016,106127278.0,2017-08-25
Ingrid Goes West,Comedy,2017,3146831.0,2017-08-25
Good Time,Crime,2017,3283369.0,2017-08-25
God's Own Country,Drama,2017,2559939.0,2017-08-24
Logan Lucky,Comedy,2017,48453605.0,2017-08-18
The Hitman's Bodyguard,Action,2017,176600207.0,2017-08-18
Wind River,Crime,2017,43980821.0,2017-08-18
The Glass Castle,Biography,2017,22088533.0,2017-08-11
Annabelle: Creation,Horror,2017,306515884.0,2017-08-11
A Taxi Driver,Action,2017,86252940.0,2017-08-11
Kidnap,Action,2017,34814102.0,2017-08-04
Columbus,Drama,2017,1093077.0,2017-08-04
Detroit,Crime,2017,23355100.0,2017-08-04
The Dark Tower,Action,2017,113231078.0,2017-08-04
Atomic Blonde,Action,2017,100014025.0,2017-07-28
The Emoji Movie,Animation,2017,217776646.0,2017-07-28
A Ghost Story,Drama,2017,1951683.0,2017-07-27
The Only Living Boy in New York,Drama,2017,2550321.0,2017-07-27
Dunkirk,Action,2017,527016307.0,2017-07-21
The Untamed,Drama,2016,61249.0,2017-07-21
Girls Trip,Adventure,2017,140552359.0,2017-07-21
Valerian and the City of a Thousand Planets,Action,2017,225973340.0,2017-07-21
War for the Planet of the Apes,Action,2017,490719763.0,2017-07-14
Wish Upon,Drama,2017,23468586.0,2017-07-14
The Big Sick,Comedy,2017,56411585.0,2017-07-14
Lady Macbeth,Drama,2016,5401447.0,2017-07-14
Spider-Man: Homecoming,Action,2017,880166924.0,2017-07-07
The House,Comedy,2017,34184504.0,2017-06-30
The Beguiled,Drama,2017,27869129.0,2017-06-30
Despicable Me 3,Animation,2017,1034800131.0,2017-06-30
The Little Hours,Comedy,2017,1647175.0,2017-06-30
Baby Driver,Action,2017,226945087.0,2017-06-28
The Bad Batch,Action,2016,201890.0,2017-06-23
The Book of Henry,Crime,2017,4596705.0,2017-06-23
Transformers: The Last Knight,Action,2017,605425157.0,2017-06-21
All Eyez on Me,Biography,2017,55668698.0,2017-06-16
Rough Night,Comedy,2017,47347283.0,2017-06-16
47 Meters Down,Adventure,2017,62198461.0,2017-06-16
Cars 3,Animation,2017,383930656.0,2017-06-16
My Cousin Rachel,Drama,2017,9200168.0,2017-06-09
The Hero,Drama,2017,4101699.0,2017-06-09
It Comes at Night,Horror,2017,19735344.0,2017-06-09
"I, Daniel Blake",Drama,2016,15793051.0,2017-06-09
Megan Leavey,Biography,2017,14510490.0,2017-06-09
Beatriz at Dinner,Comedy,2017,7425391.0,2017-06-09
The Mummy,Action,2017,409231607.0,2017-06-09
The Villainess,Action,2017,8737458.0,2017-06-08
Churchill,Biography,2017,6724365.0,2017-06-02
Wonder Woman,Action,2017,822824522.0,2017-06-02
The Exception,Drama,2016,872805.0,2017-06-02
Captain Underpants: The First Epic Movie,Animation,2017,125427681.0,2017-06-02
Loveless,Drama,2017,3925992.0,2017-06-01
Pirates of the Caribbean: Dead Men Tell No Tales,Action,2017,794881442.0,2017-05-26
Berlin Syndrome,Drama,2017,397783.0,2017-05-26
Double Lover,Drama,2017,5012423.0,2017-05-26
Baywatch,Action,2017,177856751.0,2017-05-25
Buster's Mal Heart,Crime,2016,73121.0,2017-05-23
"Everything, Everything",Drama,2017,61621140.0,2017-05-19
Diary of a Wimpy Kid: The Long Haul,Animation,2017,40140972.0,2017-05-19
Alien: Covenant,Horror,2017,240891763.0,2017-05-19
The Wall,Action,2017,4477141.0,2017-05-18
Snatched,Action,2017,60845711.0,2017-05-12
King Arthur: Legend of the Sword,Action,2017,148675066.0,2017-05-12
Take Me,Comedy,2017,2583.0,2017-05-05
Guardians of the Galaxy Vol. 2,Action,2017,863756051.0,2017-05-05
Baahubali 2: The Conclusion,Action,2017,254158390.0,2017-04-28
How to Be a Latin Lover,Comedy,2017,62547032.0,2017-04-28
The Circle,Drama,2017,40656399.0,2017-04-28
Unforgettable,Drama,2017,17768012.0,2017-04-21
The Lost City of Z,Biography,2016,19263938.0,2017-04-21
Free Fire,Action,2016,3719383.0,2017-04-21
Colossal,Comedy,2016,4531320.0,2017-04-21
The Fate of the Furious,Action,2017,1236005118.0,2017-04-14
Gifted,Drama,2017,43069254.0,2017-04-12
The Zookeeper's Wife,Biography,2017,26152835.0,2017-04-07
Going in Style,Comedy,2017,84918541.0,2017-04-07
Smurfs: The Lost Village,Animation,2017,197183546.0,2017-04-07
The Void,Horror,2016,368372.0,2017-04-07
Their Finest,Comedy,2016,12597262.0,2017-04-07
Your Name.,Animation,2016,358180115.0,2017-04-07
Carrie Pilby,Comedy,2016,28430.0,2017-04-04
The Boss Baby,Animation,2017,527965936.0,2017-03-31
T2 Trainspotting,Drama,2017,41681746.0,2017-03-31
Ghost in the Shell,Action,2017,169846945.0,2017-03-31
Life,Horror,2017,100541806.0,2017-03-24
Power Rangers,Action,2017,142337240.0,2017-03-24
CHIPS,Action,2017,26800152.0,2017-03-24
Song to Song,Drama,2017,1813453.0,2017-03-17
The Belko Experiment,Horror,2016,11084630.0,2017-03-17
Beauty and the Beast,Family,2017,1264434525.0,2017-03-17
Raw,Drama,2016,3096815.0,2017-03-15
Kong: Skull Island,Action,2017,566652812.0,2017-03-10
The Love Witch,Comedy,2016,246218.0,2017-03-10
Personal Shopper,Drama,2016,2840408.0,2017-03-10
The Shack,Drama,2017,96942115.0,2017-03-03
Table 19,Comedy,2017,5042014.0,2017-03-03
Logan,Action,2017,619179950.0,2017-03-03
Before I Fall,Drama,2017,16373843.0,2017-03-03
Rock Dog,Animation,2016,23157646.0,2017-02-24
Get Out,Horror,2017,255589157.0,2017-02-24
Fist Fight,Comedy,2017,41087017.0,2017-02-17
The Great Wall,Action,2016,334933831.0,2017-02-17
A Cure for Wellness,Drama,2016,26620002.0,2017-02-17
The Blackcoat's Daughter,Horror,2015,38348.0,2017-02-16
The Lego Batman Movie,Animation,2017,311950384.0,2017-02-10
A United Kingdom,Biography,2016,14459330.0,2017-02-10
John Wick: Chapter 2,Action,2017,171547802.0,2017-02-10
Fifty Shades Darker,Drama,2017,381545846.0,2017-02-10
Rings,Drama,2017,83080890.0,2017-02-03
The Space Between Us,Drama,2017,16080475.0,2017-02-03
The Daughter,Drama,2015,1505434.0,2017-01-27
A Dog's Purpose,Adventure,2017,205035819.0,2017-01-27
Resident Evil: The Final Chapter,Action,2016,312242626.0,2017-01-27
Gold,Crime,2016,14880939.0,2017-01-27
The Founder,Biography,2016,24121245.0,2017-01-20
The Resurrection of Gavin Stone,Comedy,2017,2308355.0,2017-01-20
20th Century Women,Comedy,2016,7214806.0,2017-01-20
xXx: Return of Xander Cage,Action,2017,346118277.0,2017-01-20
Split,Horror,2016,278454417.0,2017-01-20
Sleepless,Action,2017,32917353.0,2017-01-13
Silence,Drama,2016,23834809.0,2017-01-13
Live by Night,Action,2016,22678555.0,2017-01-13
Patriots Day,Action,2016,52185751.0,2017-01-13
The Bye Bye Man,Drama,2017,29874280.0,2017-01-13
Monster Trucks,Animation,2016,64493915.0,2017-01-13
Hidden Figures,Biography,2016,236225193.0,2017-01-06
A Monster Calls,Adventure,2016,47309313.0,2017-01-06
Lion,Biography,2016,140853810.0,2017-01-06
Underworld: Blood Wars,Action,2016,81093313.0,2017-01-06
Paterson,Comedy,2016,9588282.0,2016-12-28
La La Land,Comedy,2016,448906865.0,2016-12-25
Fences,Drama,2016,64414761.0,2016-12-25
Toni Erdmann,Comedy,2016,11784207.0,2016-12-25
Why Him?,Comedy,2016,118102725.0,2016-12-23
Julieta,Drama,2016,22546233.0,2016-12-21
Dangal,Action,2016,303723636.0,2016-12-21
Passengers,Drama,2016,303144152.0,2016-12-21
Sing,Animation,2016,634208384.0,2016-12-21
Assassin's Creed,Action,2016,240697856.0,2016-12-21
Manchester by the Sea,Drama,2016,78988148.0,2016-12-16
Rogue One: A Star Wars Story,Action,2016,1056057720.0,2016-12-16
Collateral Beauty,Drama,2016,88528280.0,2016-12-16
Office Christmas Party,Comedy,2016,114501299.0,2016-12-09
Miss Sloane,Drama,2016,9101546.0,2016-12-09
Nocturnal Animals,Drama,2016,30311857.0,2016-12-09
Incarnate,Horror,2016,9037058.0,2016-12-02
Jackie,Biography,2016,29777777.0,2016-12-02
Pet,Horror,2016,22003.0,2016-12-02
White Girl,Crime,2016,200242.0,2016-12-01
Moana,Animation,2016,644411850.0,2016-11-23
Allied,Action,2016,119520023.0,2016-11-23
Rules Don't Apply,Comedy,2016,3885342.0,2016-11-23
Fantastic Beasts and Where to Find Them,Adventure,2016,814044001.0,2016-11-18
Bleed for This,Biography,2016,6698679.0,2016-11-18
The Edge of Seventeen,Comedy,2016,19370020.0,2016-11-18
Moonlight,Drama,2016,65336603.0,2016-11-18
Billy Lynn's Long Halftime Walk,Action,2016,30930984.0,2016-11-18
The Take,Action,2016,14857808.0,2016-11-18
Arrival,Drama,2016,203388186.0,2016-11-11
Mr. Church,Comedy,2016,685780.0,2016-11-11
Doctor Strange,Action,2016,677796076.0,2016-11-04
Hacksaw Ridge,Biography,2016,180563636.0,2016-11-04
Trolls,Animation,2016,346864886.0,2016-11-04
Loving,Biography,2016,12957265.0,2016-11-04
Ae Dil Hai Mushkil,Drama,2016,31668920.0,2016-10-28
Inferno,Action,2016,220021259.0,2016-10-28
Keeping Up with the Joneses,Action,2016,29918745.0,2016-10-21
American Pastoral,Crime,2016,2063436.0,2016-10-21
Ouija: Origin of Evil,Drama,2016,81705746.0,2016-10-21
In a Valley of Violence,Action,2016,61797.0,2016-10-21
Jack Reacher: Never Go Back,Action,2016,162146076.0,2016-10-21
Denial,Biography,2016,7994527.0,2016-10-21
The Accountant,Action,2016,155160045.0,2016-10-14
American Honey,Adventure,2016,2290649.0,2016-10-14
The Girl on the Train,Crime,2016,173185859.0,2016-10-07
Under the Shadow,Drama,2016,133324.0,2016-10-07
Miss Peregrine's Home for Peculiar Children,Adventure,2016,296482446.0,2016-09-30
Masterminds,Biography,2015,29674699.0,2016-09-30
Deepwater Horizon,Action,2016,121790373.0,2016-09-30
A Man Called Ove,Comedy,2015,30692889.0,2016-09-30
The Magnificent Seven,Action,2016,162360636.0,2016-09-23
Storks,Animation,2016,183388953.0,2016-09-23
Goat,Drama,2016,23020.0,2016-09-23
31,Horror,2016,850419.0,2016-09-16
Pink,Crime,2016,180180.0,2016-09-16
Blair Witch,Horror,2016,45173154.0,2016-09-16
Bridget Jones's Baby,Comedy,2016,211952420.0,2016-09-16
Snowden,Biography,2016,37357216.0,2016-09-16
Sully,Biography,2016,240797623.0,2016-09-09
Anthropoid,Action,2016,5079219.0,2016-09-09
Morgan,Action,2016,8809407.0,2016-09-02
The Light Between Oceans,Drama,2016,25975621.0,2016-09-02
The Salesman,Drama,2016,6953604.0,2016-08-31
Don't Breathe,Crime,2016,157830487.0,2016-08-26
Greater,Biography,2016,2000620.0,2016-08-26
The Hollars,Comedy,2016,1138609.0,2016-08-26
Complete Unknown,Drama,2016,217473.0,2016-08-26
Hands of Stone,Biography,2016,4978353.0,2016-08-26
Hell or High Water,Action,2016,37879877.0,2016-08-26
Mechanic: Resurrection,Action,2016,125729635.0,2016-08-26
The Sea of Trees,Drama,2015,906995.0,2016-08-26
War Dogs,Biography,2016,86234523.0,2016-08-19
Kubo and the Two Strings,Animation,2016,76249438.0,2016-08-19
Ben-Hur,Action,2016,94061311.0,2016-08-19
Florence Foster Jenkins,Biography,2016,49052787.0,2016-08-12
Pete's Dragon,Action,2016,143695338.0,2016-08-12
Sausage Party,Animation,2016,140705322.0,2016-08-12
Suicide Squad,Action,2016,746846894.0,2016-08-05
Café Society,Comedy,2016,43763247.0,2016-08-05
The Little Prince,Animation,2015,97571250.0,2016-08-05
Jason Bourne,Action,2016,415484914.0,2016-07-29
Into the Forest,Drama,2015,92166.0,2016-07-29
Bad Moms,Comedy,2016,183936074.0,2016-07-29
Captain Fantastic,Comedy,2016,23123592.0,2016-07-29
Shin Godzilla,Action,2016,78053145.0,2016-07-29
Nerve,Action,2016,85251425.0,2016-07-27
Batman: The Killing Joke,Animation,2016,4462034.0,2016-07-25
Lights Out,Drama,2016,148868835.0,2016-07-22
Ice Age: Collision Course,Animation,2016,408754975.0,2016-07-22
Star Trek Beyond,Action,2016,343471816.0,2016-07-22
Train to Busan,Action,2016,92764199.0,2016-07-20
Ghostbusters,Action,2016,229147509.0,2016-07-15
The Infiltrator,Biography,2016,21011110.0,2016-07-13
Kingsglaive: Final Fantasy XV,Animation,2016,5725482.0,2016-07-09
The Secret Life of Pets,Animation,2016,875458631.0,2016-07-08
Mike and Dave Need Wedding Dates,Comedy,2016,77068246.0,2016-07-08
Goldstone,Crime,2016,650352.0,2016-07-07
Hunt for the Wilderpeople,Adventure,2016,23915910.0,2016-07-01
Swiss Army Man,Comedy,2016,4935501.0,2016-07-01
The BFG,Adventure,2016,195243411.0,2016-07-01
The Legend of Tarzan,Action,2016,356700357.0,2016-07-01
The Purge: Election Year,Action,2016,118587880.0,2016-07-01
Independence Day: Resurgence,Action,2016,389681935.0,2016-06-24
The Shallows,Action,2016,119100758.0,2016-06-24
Free State of Jones,Action,2016,25035950.0,2016-06-24
The Neon Demon,Horror,2016,3377430.0,2016-06-24
The Secret of Kells,Animation,2009,1803412.0,2016-06-22
Central Intelligence,Action,2016,216972543.0,2016-06-17
Clown,Horror,2014,4381603.0,2016-06-17
Finding Dory,Animation,2016,1028570942.0,2016-06-17
Now You See Me 2,Action,2016,334897606.0,2016-06-10
The Conjuring 2,Horror,2016,321788219.0,2016-06-10
Genius,Biography,2016,7435006.0,2016-06-10
Warcraft,Action,2016,439048914.0,2016-06-10
The Meddler,Comedy,2015,5425148.0,2016-06-03
Love & Friendship,Comedy,2016,21401949.0,2016-06-03
Teenage Mutant Ninja Turtles: Out of the Shadows,Action,2016,245623848.0,2016-06-03
Me Before You,Drama,2016,208314186.0,2016-06-03
Popstar: Never Stop Never Stopping,Comedy,2016,9680029.0,2016-06-03
The Handmaiden,Drama,2016,37767206.0,2016-06-01
The Ones Below,Drama,2015,121827.0,2016-05-27
Alice Through the Looking Glass,Adventure,2016,299820798.0,2016-05-27
X-Men: Apocalypse,Action,2016,543934105.0,2016-05-27
Equals,Drama,2015,2084628.0,2016-05-26
The Angry Birds Movie,Animation,2016,352333929.0,2016-05-20
Big Stone Gap,Comedy,2014,1012804.0,2016-05-20
Neighbors 2: Sorority Rising,Comedy,2016,108007109.0,2016-05-20
The Nice Guys,Action,2016,62788218.0,2016-05-20
A Bigger Splash,Drama,2015,7545758.0,2016-05-13
Money Monster,Crime,2016,93282604.0,2016-05-13
Green Room,Horror,2015,3769214.0,2016-05-13
Our Kind of Traitor,Crime,2016,10711027.0,2016-05-13
Captain America: Civil War,Action,2016,1153337496.0,2016-05-06
The Man Who Knew Infinity,Biography,2015,12252684.0,2016-04-29
Ratchet & Clank,Animation,2016,13385737.0,2016-04-29
Mother's Day,Comedy,2016,48782670.0,2016-04-29
Keanu,Action,2016,20651333.0,2016-04-29
High-Rise,Drama,2015,4289074.0,2016-04-28
A Hologram for the King,Comedy,2016,9169507.0,2016-04-28
The Huntsman: Winter's War,Action,2016,164989338.0,2016-04-22
Tale of Tales,Drama,2015,5497104.0,2016-04-22
Midnight Special,Drama,2016,6740647.0,2016-04-21
Criminal,Action,2016,38803993.0,2016-04-15
The Jungle Book,Adventure,2016,966554929.0,2016-04-15
Demolition,Comedy,2015,4366460.0,2016-04-08
Mr. Right,Action,2015,607595.0,2016-04-08
Hardcore Henry,Action,2015,16810562.0,2016-04-08
The Invitation,Drama,2015,354835.0,2016-04-08
Everybody Wants Some!!,Comedy,2016,4644472.0,2016-04-07
I Saw the Light,Biography,2015,1767963.0,2016-04-01
Meet the Blacks,Comedy,2016,9097072.0,2016-04-01
Eye in the Sky,Action,2015,35259653.0,2016-04-01
"Hello, My Name Is Doris",Comedy,2015,14659448.0,2016-04-01
My Big Fat Greek Wedding 2,Comedy,2016,90632641.0,2016-03-25
Batman v Superman: Dawn of Justice,Action,2016,873637528.0,2016-03-25
Allegiant,Action,2016,179246868.0,2016-03-18
The Bronze,Comedy,2015,615816.0,2016-03-18
Sing Street,Comedy,2016,13624522.0,2016-03-17
Miracles from Heaven,Biography,2016,73983003.0,2016-03-16
10 Cloverfield Lane,Action,2016,110216998.0,2016-03-11
Anomalisa,Animation,2015,5659286.0,2016-03-11
The Brothers Grimsby,Action,2016,27979040.0,2016-03-11
London Has Fallen,Action,2016,205754447.0,2016-03-04
Knight of Cups,Drama,2015,1026288.0,2016-03-04
Zootopia,Animation,2016,1024121104.0,2016-03-04
Whiskey Tango Foxtrot,Biography,2016,24972139.0,2016-03-04
Eddie the Eagle,Biography,2015,46152800.0,2016-02-26
The Lady in the Van,Biography,2015,41387687.0,2016-02-26
Only Yesterday,Animation,1991,545825.0,2016-02-26
Gods of Egypt,Action,2016,150680864.0,2016-02-26
Triple 9,Action,2016,23177948.0,2016-02-26
Risen,Action,2016,46771565.0,2016-02-19
The Witch,Drama,2015,40423945.0,2016-02-19
Race,Biography,2016,25070261.0,2016-02-19
Deadpool,Action,2016,782836791.0,2016-02-12
How to Be Single,Comedy,2016,112343513.0,2016-02-12
Zoolander 2,Action,2016,56722693.0,2016-02-12
The Innocents,Drama,2016,7400324.0,2016-02-10
Southbound,Horror,2015,35275.0,2016-02-09
Sanam Teri Kasam,Drama,2016,1386707.0,2016-02-05
Tumbledown,Comedy,2015,282083.0,2016-02-05
Pride and Prejudice and Zombies,Action,2016,16457494.0,2016-02-05
"Hail, Caesar!",Comedy,2016,63945241.0,2016-02-05
The Choice,Drama,2016,23079932.0,2016-02-05
